TGL,BARANG, QTY , HARGA (RP) , VAT (11%) ,DEBIT
,Tang + tensioner 1 set, 1 ," 600,000.00 ",," 600,000.00 "
,Strapping band 15/7 kuning, 12 ," 71,750.00 ",," 861,000.00 "
,Strapping band 15/8 kuning, 10 ," 82,000.00 ",," 820,000.00 "
,PET hijau lokal 18kg, 50 ," 338,400.00 ",," 24,915,000.00 "
,Strapping band 15/7 kuning, 50 ," 73,500.00 ",," 24,915,000.00 "
,Gripper motif CH-06," 20,000 ", 216.00 ,," 24,915,000.00 "
,Servis mesin SB, 1 ," 250,000.00 ",," 325,000.00 "
,Van belt, 1 ," 75,000.00 ",," 325,000.00 "
,SB 15/8 kuning print eka f, 200 ," 129,090.99 "," 2,840,001.802 "," 28,658,200.00 "
5/20/2023,Strapping band 12/8 biru, 25 ," 91,500.00 ",," 2,287,500.00 "
5/19/2023,Strapping band 12/7 kuning, 3 ," 73,200.00 ",," 219,600.00 "
5/17/2023,Strapping band 15/7 hijau, 1 ," 90,000.00 ",," 90,000.00 "
,Strapping band 15/8 kuning, 10 ," 85,000.00 "," 93,500.000 "," 943,500.00 "
5/22/2023,Strapping band 12/7 kuning, 100 ," 73,000.00 ",," 7,300,000.00 "
,Head cutter (set), 2 ," 1,250,000.00 ",," 4,300,000.00 "
,Cutter gawang (set), 2 ," 450,000.00 ",," 4,300,000.00 "
,Press knife (set), 2 ," 450,000.00 ",," 4,300,000.00 "
,Strapping band 12/7 kuning, 10 ," 75,800.00 ",," 758,000.00 "
,Strapping band 15/8 kuning, 5 ," 88,000.00 ",," 440,000.00 "
,Strapping band 15/8 putih, 3 ," 84,000.00 ",," 252,000.00 "
,Pe tube dl9cm x 2m," 1,530 "," 13,963.96 "," 2,350,135.135 "," 23,715,000.00 "
,"Pe foam 0,5mm x 800m", 10 ," 518,018.02 "," 569,819.820 "," 5,750,000.00 "
,Strapping band 12/8 kuning, 30 ," 82,000.00 "," 270,600.000 "," 2,730,600.00 "
5/23/2023,Strapping band 12/7 kuning, 9 ," 73,500.00 ",," 661,500.00 "
,Strapping band 15/8 kuning, 5 ," 86,000.00 ",," 430,000.00 "
,Strapping band 12/8 kuning, 50 ," 84,000.00 "," 462,000.000 "," 4,662,000.00 "
5/24/2023,Strapping band 12/8 kuning, 10 ," 88,000.00 ",," 880,000.00 "
,Strapping band 9/8 kuning, 10 ," 96,800.00 ",," 968,000.00 "
,Strapping band 12/7 putih, 30 ," 81,800.00 ",," 3,353,800.00 "
,Strapping band 12/7 merah, 11 ," 81,800.00 ",," 3,353,800.00 "
,PET hijau lokal 20kg, 50 ," 390,000.00 ",," 19,500,000.00 "
,Strapping band 12/7 biru, 17 ," 87,000.00 ",," 4,524,000.00 "
,Strapping band 12/7 kuning, 10 ," 87,000.00 ",," 4,524,000.00 "
,Strapping band 12/7 hijau, 10 ," 87,000.00 ",," 4,524,000.00 "
,Strapping band 12/7 hitam, 15 ," 87,000.00 ",," 4,524,000.00 "
,Strapping band 12/8 kuning, 10 ," 84,000.00 ",," 840,000.00 "
,Pe foam 2mm x 200m, 100 ," 437,950.45 "," 4,817,454.950 "," 48,612,499.95 "
5/25/2023,Strapping band 15/8 kuning, 50 ," 82,000.00 ",," 8,200,000.00 "
,Strapping band 12/8 kuning, 50 ," 82,000.00 ",," 8,200,000.00 "
,SF 17mic x 50cm x 250m, 60 ," 85,000.00 ",," 5,100,000.00 "
,Strapping band 12/7 kuning, 100 ," 73,000.00 ",," 7,300,000.00 "
,Strapping band 12/7 kuning, 60 ," 73,000.00 ",," 5,840,000.00 "
,Strapping band 12/7 merah, 20 ," 73,000.00 ",," 5,840,000.00 "
,Strapping band 15/8 kuning, 250 ," 78,000.00 ",," 19,500,000.00 "
,Isolasi clear 24mm x 72y, 720 ," 3,800.00 ",," 3,310,000.00 "
,Strapping band 12/7 putih, 8 ," 71,750.00 ",," 3,310,000.00 "
,Strapping band 15/7 kuning, 1 ," 169,700.00 ",," 169,700.00 "
,Strapping band 15/8 merah, 10 ," 82,000.00 ",," 1,178,750.00 "
,Strapping band 15/7 kuning, 5 ," 71,750.00 ",," 1,178,750.00 "
,Pe sheet 4cm x 1m x 1m, 20 ," 77,837.00 "," 171,241.400 "," 1,727,981.40 "
,Pe sheet 4cm x 1m x 1m, 30 ," 77,837.00 "," 256,862.100 "," 2,591,972.10 "
,Strapping band 12/8 kuning, 400 ," 84,000.00 "," 3,696,000.000 "," 37,296,000.00 "
,Strapping band 15/7 hitam, 15 ," 85,000.00 "," 140,250.000 "," 1,415,250.00 "
,Lakban clear 48mm x 90y, 72 ," 7,027.03 "," 55,654.078 "," 561,600.24 "
,Strapping band 15/8 kuning, 20 ," 87,000.00 ", - ," 1,740,000.00 "
5/26/2023,Strapping band 15/8 kuning, 50 ," 78,000.00 ",," 3,900,000.00 "
,Pe foam 3mm x 150m, 10 ," 550,000.00 ",," 5,500,000.00 "
,Pe tube dl9cm x 2m, 170 ," 15,500.00 ",," 2,635,000.00 "
,Strapping band 15/7 kuning, 5 ," 74,000.00 ",," 370,000.00 "
5/29/2023,Lakban clear 48mm x 90y, 144 ," 8,500.00 ",," 1,965,600.00 "
,Isolasi clear 24mm x 72y, 144 ," 5,150.00 ",," 1,965,600.00 "
,Strapping band 15/8 kuning, 2 ," 75,000.00 "," 16,500.000 "," 166,500.00 "
,SF 17mic x 250m, 12 ," 60,050.00 "," 79,266.000 "," 799,866.00 "
5/27/2023,Strapping band 12/7 kuning, 50 ," 72,500.00 ",," 7,250,000.00 "
,Strapping band 15/7 kuning, 50 ," 72,500.00 ",," 7,250,000.00 "
,Strapping band 15/8 merah, 10 ," 88,000.00 ",," 880,000.00 "
5/29/2023,Strapping band 12/8 putih, 2 ," 82,000.00 ",," 738,000.00 "
,Strapping band 12/7 biru, 8 ," 71,750.00 ",," 738,000.00 "
,,,,," 738,000.00 "
,Kawat stitching, 30 ," 45,000.00 ", - ," 1,350,000.00 "
5/30/2023,Strapping band 9/8 kuning, 3 ," 96,800.00 ",," 290,400.00 "
,Single face , 109 ," 11,000.00 ",," 1,849,000.00 "
,Pe foam 1mm x 500m, 1 ," 650,000.00 ",," 1,849,000.00 "
,Strapping band 12/7 hitam, 2 ," 94,000.00 ",," 376,000.00 "
,Strapping band 12/7 biru, 2 ," 94,000.00 ",," 376,000.00 "
,Strapping band 12/8 kuning, 4 ," 88,000.00 ",," 352,000.00 "
,Strapping band 15/8 kuning, 5 ," 85,000.00 ",," 425,000.00 "
,Strapping band 12/8 kuning, 20 ," 86,000.00 ",," 1,720,000.00 "
,Strapping band 12/7 hitam, 10 ," 75,800.00 ",," 1,840,800.00 "
,Strapping band 12/7 biru, 10 ," 75,800.00 ",," 1,840,800.00 "
,Strapping band 12/7 hijau, 2 ," 75,800.00 ",," 1,840,800.00 "
,Strapping band 12/8 putih, 2 ," 86,600.00 ",," 1,840,800.00 "
,Strapping band 9/8 kuning, 10 ," 89,000.00 ",," 890,000.00 "
5/31/2023,Bubble clear 100m, 10 ," 250,000.00 ",," 5,440,600.00 "
,Bubble clear 50m, 15 ," 125,000.00 ",," 5,440,600.00 "
,SF 17mic x 50cm x 250m, 12 ," 88,800.00 ",," 5,440,600.00 "
,Styrofoam 2cm x 1m x 1m, 5 ," 550,000.00 ",," 11,000,000.00 "
,Pe corner 10cm (2.5cm)," 3,000 "," 2,750.00 ",," 11,000,000.00 "
,Bubble clear 50m, 35 ," 95,000.00 ",," 3,745,000.00 "
,Bubble black 50m, 4 ," 105,000.00 ",," 3,745,000.00 "
,Single face , 41 ," 12,000.00 ",," 2,992,000.00 "
,Pe foam 1mm x 500m, 2 ," 650,000.00 ",," 2,992,000.00 "
,Bubble clear 100m, 4 ," 300,000.00 ",," 2,992,000.00 "
,Pe sheet 4cm x 1m x 1m, 50 ," 77,837.00 "," 428,103.500 "," 4,541,953.50 "
,Pe sheet 2cm x 1m x 1m, 5 ," 40,000.00 "," 22,000.000 "," 4,541,953.50 "
,Pe sheet 4cm x 1m x 1m, 10 ," 77,837.00 ", - ," 778,370.00 "
7/1/2023,Pe sheet 2cm x 1m x 2m, 2 ," 80,000.00 ",," 160,000.00 "
7/3/2023,Strapping band 12/7 biru, 1 ," 87,000.00 ",," 87,000.00 "
,Strapping band 9/8 kuning, 3 ," 96,800.00 ",," 290,400.00 "
,Lakban kaca protape, 5 ," 650,000.00 ",," 3,250,000.00 "
,Strapping band 12/8 kuning, 4 ," 90,000.00 ",," 900,000.00 "
,Strapping band 12/8 putih, 6 ," 90,000.00 ",," 900,000.00 "
7/4/2023,Strapping band 15/7 hitam, 22 ," 72,000.00 ",," 1,584,000.00 "
,Strapping band 15/7 kuning, 50 ," 72,500.00 ",," 7,250,000.00 "
,Strapping band 12/7 kuning, 50 ," 72,500.00 ",," 7,250,000.00 "
,Strapping band 12/8 kuning, 100 ," 89,500.00 ",," 14,193,750.00 "
,SF 17mic x 10cm x 300y, 250 ," 20,975.00 ",," 14,193,750.00 "
,Strapping band 12/7 kuning, 30 ," 81,800.00 ",," 2,454,000.00 "
,Strapping band 9/8 kuning, 27 ," 96,800.00 ",," 2,613,600.00 "
,Strapping band 12/7 biru, 20 ," 87,000.00 ",," 1,740,000.00 "
,Strapping band 12/8 kuning, 10 ," 84,800.00 ",," 848,000.00 "
,Strapping band 12/7 kuning, 20 ," 75,800.00 ",," 4,548,000.00 "
,"Strapping band 12/7 (merah,", 40 ," 75,800.00 ",," 4,548,000.00 "
,"hijau, biru, putih) @10 roll",,,," 4,548,000.00 "
,Strapping band 15/8 merah, 5 ," 88,000.00 ",," 440,000.00 "
,Pe foam 8mm x 50m, 1 ," 432,432.43 "," 47,567.568 "," 480,000.00 "
7/5/2023,Lakban coklat 48mm x 80y, 216 ," 9,000.00 ",," 1,944,000.00 "
,"SB 15/8 (kuning, putih, hijau)", 3 ," 86,600.00 ",," 411,400.00 "
,"SB 15/7 (hitam, merah)", 2 ," 75,800.00 ",," 411,400.00 "
,SF 17mic x 50cm x 250m, 120 ," 85,000.00 ",," 10,200,000.00 "
,Strapping band 12/7 hitam, 3 ," 94,000.00 ",," 564,000.00 "
,Strapping band 12/7 merah, 3 ," 94,000.00 ",," 564,000.00 "
,Strapping band 12/7 kuning, 50 ," 84,000.00 "," 462,000.000 "," 4,662,000.00 "
,Pe sheet 4cm x 1m x 1m, 40 ," 77,837.00 "," 342,482.800 "," 4,343,962.80 "
,Pe sheet 2cm x 1m x 2m, 20 ," 40,000.00 "," 88,000.000 "," 4,343,962.80 "
,Pe sheet 4cm x 1m x 1m, 40 ," 77,837.00 "," 342,482.800 "," 3,455,962.80 "
7/6/2023,Strapping band 15/7 kuning, 55 ," 80,000.00 ",," 6,000,000.00 "
,Strapping band 15/7 merah, 10 ," 80,000.00 ",," 6,000,000.00 "
,Strapping band 15/7 hijau, 10 ," 80,000.00 ",," 6,000,000.00 "
,Lakban clear 48mm x 80y, 288 ," 8,500.00 ",," 4,672,800.00 "
,Isolasi clear 24mm x 72y, 432 ," 5,150.00 ",," 4,672,800.00 "
,Pe sheet 1cm x 1m x 1m, 10 ," 24,864.00 ", - ," 248,640.00 "
,Pe foam 2mm x 200m, 3 ," 468,181.82 "," 154,500.001 "," 1,559,045.46 "
,Lakban clear 48mm x 90y, 576 ," 6,036.04 "," 382,443.243 "," 3,859,200.00 "
,SF 17mic x 50cm x 150m, 30 ," 80,000.00 "," 264,000.000 "," 5,589,000.02 "
,Pe foam 1mm x 500m, 5 ," 527,027.03 "," 289,864.867 "," 5,589,000.02 "
,Lakban clear 45mm x 80y, 72 ," 6,500.00 "," 51,480.000 "," 519,480.00 "
7/7/2023,Strapping band 9/8 kuning, 30 ," 85,000.00 ",," 2,550,000.00 "
,Bubble clear 100m, 5 ," 300,000.00 ",," 1,500,000.00 "
,Strapping band 12/8 putih, 25 ," 82,000.00 ",," 2,050,000.00 "
,Strapping band 15/8 kuning, 10 ," 88,000.00 ",," 880,000.00 "
,Lakban clear 48mm x 80y, 72 ," 7,500.00 ",," 540,000.00 "
7/8/2023,Lakban clear 45mm x 80y, 360 ," 5,700.00 ",," 2,052,000.00 "
,Strapping band 15/7 merah, 100 ," 82,000.00 ",," 8,200,000.00 "
,Isolasi clear 24mm x 72y, 144 ," 5,150.00 ",," 741,600.00 "
,Strapping band 12/7 biru, 3 ," 94,000.00 ",," 282,000.00 "
,Strapping band 9/8 biru, 100 ," 83,000.00 "," 913,000.000 "," 13,542,000.00 "
,Strapping band 15/8 kuning, 50 ," 78,000.00 "," 429,000.000 "," 13,542,000.00 "
,Pe tube dl 9cm x 2m," 1,003 "," 13,963.96 "," 1,540,644.144 "," 15,546,500.00 "
,Strapping band 12/7 kuning, 15 ," 85,000.00 "," 140,250.000 "," 1,415,250.00 "
,Pe foam 5mm x 50m, 3 ," 270,270.27 "," 89,189.189 "," 900,000.00 "
7/10/2023,Lakban clear 48mm x 80y, 72 ," 7,500.00 ",," 805,000.00 "
,Bubble foil, 1 ," 265,000.00 ",," 805,000.00 "
,Strapping band 15/8 kuning, 3 ," 82,000.00 ",," 246,000.00 "
,Strapping band 15/7 kuning, 5 ," 74,000.00 ",," 370,000.00 "
,Strapping band 12/8 biru, 60 ," 84,600.00 ",," 5,076,000.00 "
,Strapping band 12/7 kuning, 25 ," 75,800.00 ",," 1,895,000.00 "
,Strapping band 15/7 kuning, 15 ," 71,750.00 ",," 1,076,250.00 "
,Strapping band 15/8 hijau, 10 ," 82,000.00 ",," 820,000.00 "
,Pe foam 2mm x 300m, 20 ," 665,540.54 "," 1,464,189.189 "," 14,775,000.00 "
,Lakban clear 48mm x 80y," 1,296 "," 6,500.00 "," 926,640.000 "," 9,350,640.00 "
7/11/2023,Strapping band 15/8 putih, 10 ," 88,000.00 ",," 880,000.00 "
,Strapping band 12/7 biru, 20 ," 87,000.00 ",," 2,175,000.00 "
,Strapping band 12/7 hijau, 5 ," 87,000.00 ",," 2,175,000.00 "
,Strapping band 12/7 kuning, 40 ," 84,000.00 ",," 5,040,000.00 "
,Strapping band 15/7 merah, 20 ," 84,000.00 ",," 5,040,000.00 "
,Gripper motif ch-06," 5,000 ", 350.00 ,," 1,750,000.00 "
,Strapping band 15/8 kuning, 10 ," 85,000.00 ",," 850,000.00 "
,Pe sheet 4cm x 1m x 1m, 100 ," 72,972.97 "," 802,702.703 "," 8,100,000.00 "
,Strapping band 12/8 kuning, 80 ," 90,800.00 "," 799,040.000 "," 8,063,040.00 "
,Pe sheet 4cm x 1m x 1m, 10 ," 77,837.00 ", - ," 1,302,690.00 "
,Pe sheet 2cm x 1m x 2m, 10 ," 40,000.00 ", - ," 1,302,690.00 "
,Pe sheet 1cm x 1m x 1m, 5 ," 24,864.00 ", - ," 1,302,690.00 "
7/12/2023,Strapping band 15/7 kuning, 40 ," 72,500.00 ",," 6,865,000.00 "
,Strapping band 15/7 hitam, 10 ," 72,500.00 ",," 6,865,000.00 "
,Gripper motif ch-06," 15,000 ", 216.00 ,," 6,865,000.00 "
,Strapping band 9/8 kuning, 15 ," 96,800.00 ",," 1,452,000.00 "
,Strapping band 12/7 kuning, 8 ," 73,200.00 ",," 585,600.00 "
,Strapping band 15/8 kuning, 2 ," 85,000.00 ",," 170,000.00 "
7/13/2023,Pe foam 0.5mm x 800m, 5 ," 490,000.00 ",," 3,550,000.00 "
,Bubble clear 50m, 10 ," 110,000.00 ",," 3,550,000.00 "
,Strapping band 15/8 kuning, 20 ," 85,000.00 ",," 1,700,000.00 "
7/14/2023,Pe foam 1mm x 500m, 9 ," 635,000.00 ",," 14,210,000.00 "
,Pe foam 0.5mm x 800m, 13 ," 635,000.00 ",," 14,210,000.00 "
,Bubble clear 100m, 1 ," 240,000.00 ",," 14,210,000.00 "
,Strapping band 12/7 biru, 5 ," 88,000.00 ",," 440,000.00 "
,Strapping band 15/7 hijau, 5 ," 85,000.00 ",," 425,000.00 "
,Strapping band 15/8 kuning, 11 ," 84,000.00 ",," 924,000.00 "
,Pe sheet 4cm x 1m x 1m, 30 ," 77,837.00 "," 256,862.100 "," 2,591,972.10 "
,Strapping band 12/7 kuning, 50 ," 84,000.00 "," 462,000.000 "," 6,420,240.00 "
,SF 17mic x 50cm x 250m, 24 ," 66,000.00 "," 174,240.000 "," 6,420,240.00 "
7/15/2023,Strapping band 12/8 kuning, 10 ," 88,000.00 ",," 880,000.00 "
,Strapping band 15/7 hitam, 30 ," 71,750.00 ",," 2,152,500.00 "
,SB FA 12/10 kuning, 30 ," 240,000.00 ",," 7,200,000.00 "
7/17/2023,Strapping band 15/7 hijau, 2 ," 72,000.00 ",," 226,000.00 "
,Strapping band 15/8 hijau, 1 ," 82,000.00 ",," 226,000.00 "
,Strapping band 15/8 kuning, 25 ," 85,000.00 ",," 2,125,000.00 "
,Strapping band 12/8 kuning, 9 ," 84,000.00 ",," 4,200,000.00 "
,Strapping band 15/8 kuning, 9 ," 84,000.00 ",," 4,200,000.00 "
,Strapping band 12/7 kuning, 8 ," 73,500.00 ",," 4,200,000.00 "
,Strapping band 15/8 biru, 25 ," 84,000.00 ",," 4,200,000.00 "
,Strapping band 15/8 hijau, 5 ," 88,000.00 ",," 440,000.00 "
,Strapping band 12/8 putih, 4 ," 88,000.00 ",," 352,000.00 "
,PET hijau 18kg, 5 ," 405,000.00 "," 222,750.000 "," 2,247,750.00 "
,Pe foam 0.5mm x 800m, 7 ," 518,018.02 "," 398,873.874 "," 4,025,000.00 "
7/18/2023,Lakban clear 45mm x 80y, 432 ," 6,800.00 ",," 2,937,600.00 "
,Strapping band 12/8 kuning, 2 ," 84,000.00 ",," 168,000.00 "
,Strapping band 9/8 kuning, 15 ," 96,800.00 ",," 1,452,000.00 "
,Single face, 55 ," 11,500.00 ",," 632,500.00 "
,Edge protector, 100 ," 22,000.00 "," 242,000.000 "," 2,442,000.00 "
,Strapping band 15/8 kuning, 20 ," 90,000.00 "," 198,000.000 "," 1,998,000.00 "
,Strapping band 15/8 kuning, 20 ," 95,000.00 ", - ," 1,900,000.00 "
7/20/2023,Strapping band 12/7 putih, 5 ," 71,750.00 ",," 2,080,750.00 "
,Strapping band 12/7 hitam, 24 ," 71,750.00 ",," 2,080,750.00 "
,Bubble clear 50m, 1 ," 135,000.00 ",," 135,000.00 "
,Pe foam 2mm x 300m, 10 ," 665,540.54 "," 732,094.595 "," 13,637,500.00 "
,Styrofoam 1cm x 1m x 2m, 10 ," 563,063.06 "," 619,369.369 "," 13,637,500.00 "
,Strapping band 12/8 kuning, 30 ," 82,000.00 "," 270,600.000 "," 2,730,600.00 "
7/21/2023,Styrofoam 2cm x 1m x 2m, 10 ," 550,000.00 ",," 13,733,500.00 "
,Pe corner 10cm x 10cm x 10cm," 2,994 "," 2,750.00 ",," 13,733,500.00 "
,Pe foam 1mm x 500m, 8 ," 500,000.00 ",," 4,000,000.00 "
,Strapping band 12/7 kuning, 5 ," 71,750.00 ",," 358,750.00 "
,Pe foam 3mm x 150m, 4 ," 486,486.49 "," 214,054.054 "," 2,160,000.00 "
7/22/2023,Strapping band 12/7 biru, 20 ," 91,500.00 ",," 1,830,000.00 "
,Strapping band 12/7 kuning, 25 ," 75,800.00 ",," 4,320,600.00 "
,Strapping band 12/7 hijau, 25 ," 75,800.00 ",," 4,320,600.00 "
,Strapping band 12/7 biru, 7 ," 75,800.00 ",," 4,320,600.00 "
7/24/2023,Strapping band 15/8 kuning, 5 ," 85,000.00 ",," 425,000.00 "
,Strapping band 12/7 kuning, 30 ," 82,000.00 "," 270,600.000 "," 2,730,600.00 "
,Pe sheet 4cm x 1m x 1m, 25 ," 77,837.00 ", - ," 2,345,925.00 "
,Pe sheet 2cm x 1m x 2m, 10 ," 40,000.00 ", - ," 2,345,925.00 "
7/25/2023,Strapping band 15/7 merah, 100 ," 82,000.00 ",," 16,400,000.00 "
,Strapping band 15/7 kuning, 100 ," 82,000.00 ",," 16,400,000.00 "
,Strapping band 12/7 kuning, 150 ," 73,000.00 ",," 10,950,000.00 "
,Bearing, 2 ," 75,000.00 ",," 2,470,000.00 "
,Separating plate, 1 ," 1,500,000.00 ",," 2,470,000.00 "
,Switch on-off, 1 ," 75,000.00 ",," 2,470,000.00 "
,Per knife, 1 ," 25,000.00 ",," 2,470,000.00 "
,Press knife, 1 ," 720,000.00 ",," 2,470,000.00 "
,Biaya perbaikan & setting, 1 ," 450,000.00 ",," 700,000.00 "
,Biaya bubut pully, 1 ," 250,000.00 ",," 700,000.00 "
,Strapping band 15/8 kuning, 50 ," 78,000.00 ",," 3,900,000.00 "
,Strapping band 15/7 kuning, 10 ," 74,000.00 ",," 740,000.00 "
,Strapping band 15/7 kuning, 1 ," 95,000.00 ",," 95,000.00 "
,Strapping band 15/8 biru, 5 ," 84,000.00 ",," 420,000.00 "
,Strapping band 12/8 putih, 20 ," 86,600.00 ",," 4,936,400.00 "
,Strapping band 12/8 kuning, 30 ," 86,600.00 ",," 4,936,400.00 "
,Strapping band 12/7 biru, 8 ," 75,800.00 ",," 4,936,400.00 "
,Pe sheet 4cm x 1m x 1m, 15 ," 77,837.00 ", - ," 1,167,555.00 "
,Pe sheet 4cm x 1m x 1m, 30 ," 77,837.00 "," 256,862.100 "," 2,591,972.10 "
,Pe sheet 2cm x 1m x 2m, 4 ," 40,000.00 "," 17,600.000 "," 177,600.00 "
,strapping band 9/8 hitam, 50 ," 83,000.00 "," 456,500.000 "," 4,606,500.00 "
,Lakban clear 48mm x 80y, 720 ," 6,500.00 "," 514,800.000 "," 5,194,800.00 "
,Pe sheet 4cm x 1m x 1m, 40 ," 77,837.00 "," 342,482.800 "," 3,899,962.80 "
,Pe sheet 2cm x 1m x 2m, 10 ," 40,000.00 "," 44,000.000 "," 3,899,962.80 "
7/26/2023,Strapping band 12/7 kuning, 5 ," 84,400.00 ",," 422,000.00 "
,Strapping band 12/7 kuning, 2 ," 84,400.00 ",," 168,800.00 "
,Strapping band 9/8 kuning, 4 ," 96,800.00 ",," 387,200.00 "
,Strapping band 12/7 biru, 20 ," 87,000.00 ",," 2,610,000.00 "
,Strapping band 12/7 kuning, 10 ," 87,000.00 ",," 2,610,000.00 "
,Strapping band 12/7 biru, 4 ," 94,000.00 ",," 470,000.00 "
,Strapping band 12/7 hijau, 1 ," 94,000.00 ",," 470,000.00 "
,Strapping band 9/8 kuning, 10 ," 89,000.00 ",," 890,000.00 "
,Pe foam 1mm x 500m, 1 ," 650,000.00 ",," 1,244,000.00 "
,Single face, 54 ," 11,000.00 ",," 1,244,000.00 "
,Gripper motif ch-06," 10,000 ", 216.00 ,," 2,697,500.00 "
,Klem seng, 25 ," 21,500.00 ",," 2,697,500.00 "
,Pe tube dl 9cm x 2m," 1,530 "," 13,963.96 "," 2,350,135.135 "," 23,715,000.00 "
,Pe sheet 2cm x 1m x 2m, 552 ," 80,000.00 "," 4,857,600.000 "," 97,630,050.00 "
,Pe foam 2mm x 200m, 100 ," 437,950.00 "," 4,817,450.000 "," 97,630,050.00 "
7/27/2023,Bubble clear 100m, 7 ," 240,000.00 ",," 1,680,000.00 "
,Strapping band 15/7 kuning, 100 ," 81,200.00 ",," 8,120,000.00 "
,Biaya servis mesin sb, 1 ," 250,000.00 ",," 800,000.00 "
,Kabel heater, 1 ," 550,000.00 ",," 800,000.00 "
,Bubble clear 50m, 2 ," 150,000.00 ",," 3,002,000.00 "
,Single face, 96 ," 12,000.00 ",," 3,002,000.00 "
,Pe foam 1mm x 500m, 1 ," 650,000.00 ",," 3,002,000.00 "
,Bubble clear 100m, 3 ," 300,000.00 ",," 3,002,000.00 "
,Pe tube dl 9cm x 2m, 340 ," 15,454.95 "," 578,015.315 "," 5,832,700.00 "
,SF 17mic x 50cm x 250m, 36 ," 66,000.00 "," 261,360.000 "," 2,637,360.00 "
7/29/2023,Strapping band 15/8 hijau, 8 ," 82,000.00 ",," 799,500.00 "
,Strapping band 15/7 hijau, 2 ," 71,750.00 ",," 799,500.00 "
7/28/2023,Strapping band 15/8 kuning, 25 ," 80,000.00 ",," 4,000,000.00 "
,Strapping band 15/8 merah, 25 ," 80,000.00 ",," 4,000,000.00 "
,Strapping band 12/7 kuning, 120 ," 73,000.00 ",," 8,760,000.00 "
,PET hijau 18kg, 40 ," 338,400.00 ",," 20,016,000.00 "
,Gripper motif ch-06," 30,000 ", 216.00 ,," 20,016,000.00 "
,Knife press, 1 ," 720,000.00 ",," 720,000.00 "
,Biaya servis mesin sb, 1 ," 350,000.00 ",," 350,000.00 "
,Strapping band 15/7 biru, 5 ," 73,500.00 ",," 367,500.00 "
,Pe foam 2mm x 200m, 2 ," 495,496.00 "," 109,009.120 "," 1,100,001.12 "
,Strapping band 15/8 kuning, 25 ," 87,000.00 ", - ," 2,175,000.00 "
7/29/2023,Strapping band 12/7 hitam, 5 ," 94,000.00 ",," 470,000.00 "
,Strapping band 15/7 kuning, 15 ," 71,750.00 ",," 1,076,250.00 "
,PET hijau 18kg, 9 ," 340,090.09 "," 336,689.189 "," 4,012,440.00 "
,Gripper motif ch-06," 2,000 ", 277.00 ," 60,940.000 "," 4,012,440.00 "
,Strapping band 15/8 kuning, 12 ," 169,800.00 "," 224,136.000 "," 2,261,736.00 "
7/31/2023,Strapping band 15/7 hitam, 8 ," 80,000.00 ",," 640,000.00 "
,PET hijau 18kg, 20 ," 338,400.00 ",," 10,555,500.00 "
,Klem seng, 75 ," 21,500.00 ",," 10,555,500.00 "
,Strapping band 15/7 kuning, 30 ," 72,500.00 ",," 10,555,500.00 "
,Strapping band 12/8 kuning, 10 ," 91,000.00 ",," 910,000.00 "
,Single face, 755 ," 10,681.82 "," 887,125.151 "," 8,951,899.25 "
8/1/2023,PET 20kg hijau, 100 ," 520,000.00 "," 5,720,000.00 "," 57,720,000.00 "
,PET 20kg hijau, 4 ," 382,882.88 "," 168,468.47 "," 1,700,000.00 "
,Sb 15/8 kuning, 8 ," 87,000.00 ", - ," 696,000.00 "
8/2/2023,Pe foam 2mm x 300m, 10 ," 665,540.54 "," 732,094.59 "," 7,387,500.00 "
8/3/2023,Pe sheet 4cm x 1m x 1m, 25 ," 77,837.00 ", - ," 2,345,925.00 "
,Pe sheet 2cm x 1m x 1m, 10 ," 40,000.00 ", - ," 2,345,925.00 "
,Bubble clear 100m, 1 ," 260,909.00 "," 28,699.99 "," 289,608.99 "
8/4/2023,Sb 12/7 kuning, 50 ," 84,000.00 "," 462,000.00 "," 6,859,800.00 "
,Sf 17mic x 50cm x 250m, 30 ," 66,000.00 "," 217,800.00 "," 6,859,800.00 "
,Sb 9/8 kuning, 35 ," 80,000.00 "," 308,000.00 "," 4,440,000.00 "
,Sb 9/8 hitam, 5 ," 80,000.00 "," 44,000.00 "," 4,440,000.00 "
,Sb 15/8 kuning, 5 ," 80,000.00 "," 44,000.00 "," 4,440,000.00 "
,Sb 15/8 biru, 2 ," 80,000.00 "," 17,600.00 "," 4,440,000.00 "
,Sb 15/8 hijau, 3 ," 80,000.00 "," 26,400.00 "," 4,440,000.00 "
,Sb 12/8 kuning, 80 ," 90,800.00 "," 799,040.00 "," 8,063,040.00 "
,Styrofoam 1.5cm x 1m x 2m, 660 ," 14,546.00 "," 1,056,039.60 "," 12,071,649.60 "
,Sb 15/8 hitam, 15 ," 85,000.00 "," 140,250.00 "," 12,071,649.60 "
8/7/2023,Sb 15/8 kuning, 50 ," 78,000.00 "," 429,000.00 "," 4,329,000.00 "
,Sb 12/8 kuning, 150 ," 85,000.00 "," 1,402,500.00 "," 14,152,500.00 "
8/8/2023,PET 20kg hijau, 5 ," 405,000.00 "," 222,750.00 "," 2,247,750.00 "
8/9/2023,Pe tube dl 9cm x 2m," 1,530 "," 13,963.96 "," 2,350,135.14 "," 23,715,000.00 "
,Sb 15/7 kuning, 6 ," 75,000.00 "," 49,500.00 "," 499,500.00 "
